kingdom,id,scientificName,scientificName
Flora,24299,Alyssum fastigiatum,Alyssum fastigiatum Heywood
Flora,11,Anagyris latifolia,Anagyris latifolia Brouss. ex Willd.
Flora,2137,Androcymbium europaeum,Androcymbium europaeum (Lange) K.Richt.
Flora,2138,Androcymbium hierrense,Androcymbium hierrense A.Santos
Flora,2139,Androcymbium psammophilum,Androcymbium psammophilum Svent.
Flora,2144,Androsace cylindrica,Androsace cylindrica DC. in Lam. & DC.
Flora,2155,Androsace pyrenaica,Androsace pyrenaica Lam.
Flora,2156,Androsace rioxana,Androsace rioxana A. Segura
Flora,2051,Anthyllis hystrix,"Anthyllis hystrix (Willk. ex Barceló) Cardona, Contandr. & Sierra"
Flora,2067,Antirrhinum charidemi,Antirrhinum charidemi Lange
Flora,2205,Anthirrhinum lopesianum,Antirrhinum lopesianum Rothm.
Flora,2230,Apium bermejoi,Apium bermejoi L.Llorens
Flora,2235,Apium repens,Apium repens (Jacq.) Lag.
Flora,24221,Aquilegia paui ,Aquilegia paui Font Quer
Flora,2243,Aquilegia pyrenaica subsp. cazorlensis ,Aquilegia pyrenaica subsp. cazorlensis (Heywood) Galiano & Rivas Mart.
Flora,2296,Arenaria alfacarensis,Arenaria alfacarensis Pamp.
Flora,2337,Arenaria nevadensis,Arenaria nevadensis Boiss. & Reut. in Boiss.
Flora,846,Argyranthemum lidii,Argyranthemum lidii Humphries
Flora,847,Argyranthemum sundingii,Argyranthemum sundingii L.Borgen
Flora,850,Argyranthemum winteri,Argyranthemum winteri (Svent.) Humphries
Flora,2460,Armeria euscadiensis,Armeria euscadiensis Donad. & Vivant
Flora,2499,Armeria velutina,Armeria velutina Welw. ex Boiss. & Reut.
Flora,9918,Artemisia granatensis,Artemisia granatensis Boiss.
Flora,848,Asparagus fallax,Asparagus fallax Svent.
Flora,33036,Asparagus macrorrhizus,"Asparagus macrorrhizus Pedrol, Regalado et López-Encina"
Flora,2541,Asplenium hemionitis,Asplenium hemionitis L.
Flora,852,Aster pyrenaeus,Aster pyrenaeus Desf. ex DC.
Flora,2602,Astragalus nitidiflorus,Astragalus nitidiflorus Jiménez Mun. & Pau
Flora,2612,Astragalus tremolsianus,Astragalus tremolsianus Pau
Flora,855,Atractylis arbuscula,Atractylis arbuscula Svent. & Michaelis
Flora,856,Atractylis preauxiana,Atractylis preauxiana Sch.Bip.
Flora,2723,Atropa baetica,Atropa baetica Willk.
Flora,1518,Avellara fistulosa,Avellara fistulosa (Brot.) Blanca & C.Díaz
Flora,860,Bencomia brachystachya,Bencomia brachystachya Svent. ex Nordborg
Flora,861,Bencomia exstipulata,Bencomia exstipulata Svent.
Flora,862,Bencomia sphaerocarpa,Bencomia sphaerocarpa Svent.
Flora,32074,Boleum asperum,Vella aspera Pers.
Flora,2698,Borderea chouardii,Borderea chouardii (Gaussen) Heslot
Flora,2705,Botrychium matricariifolium,Botrychium matricariifolium A.Braun ex W.D.J.Koch
Flora,23812,Bruchia vogesiaca,Bruchia vogesiaca Schwägr.
Flora,1055,Bupleurum handiense,Bupleurum handiense (Bolle) G.Kunkel
Flora,23853,Buxbaumia viridis,Buxbaumia viridis (Moug. ex Lam. & DC.) Brid. ex Moug. & Nestl.
Flora,1208,Caralluma burchardii,Caralluma burchardii N.E.Br.
Flora,2899,Carduncellus dianius,Carduncellus dianius Webb
Flora,2916,Carduus myriacanthus,Carduus myriacanthus Salzm. ex DC.
Flora,12470,Caulerpa ollivieri,Caulerpa ollivieri Dostál
Flora,3218,Centaurea avilae,Centaurea avilae Pau
Flora,3235,Centaurea borjae,Centaurea borjae Valdés Berm. & Rivas Goday
Flora,3243,Centaurea citricolor,Centaurea citricolor Font Quer
Flora,3263,Centaurea gadorensis,Centaurea gadorensis Blanca
Flora,3319,Centaurea boissieri subsp. spachii ,Centaurea pinnata Pau ex Vicioso
Flora,3326,Centaurea pulvinata,Centaurea pulvinata (Blanca) Blanca
Flora,3360,Centaurium rigualii,Centaurium quadrifolium subsp. barrelieri (Dufour) G.López
Flora,3364,Centaurium somedanum,Centaurium somedanum M.Laínz
Flora,3427,Cerinthe glabra,Cerinthe glabra Mill.
Flora,866,Ceropegia chrysantha,Ceropegia dichotoma subsp. krainzii (Svent.) Bruyns
Flora,866,Ceropegia dichotoma subsp. krainzii ,Ceropegia dichotoma subsp. krainzii (Svent.) Bruyns
Flora,875,Cheirolophus duranii,Cheirolophus duranii (Burchard) Holub
Flora,876,Cheirolophus falcisectus,Cheirolophus falcisectus Montelongo & Moraleda
Flora,1237,Cheirolophus ghomerytus,Cheirolophus ghomerytus (Svent.) Holub
Flora,877,Cheirolophus junonianus,Cheirolophus junonianus (Svent.) Holub
Flora,878,Cheirolophus metlesicsii,Cheirolophus metlesicsii Montelongo
Flora,868,Cheirolophus santos-abreui,Cheirolophus santos-abreui A.Santos
Flora,1229,Cheirolophus satarataensis,Cheirolophus satarataensis (Svent.) Holub
Flora,157,Cheirolophus sventenii subsp. gracilis,Cheirolophus sventenii subsp. gracilis A.Santos
Flora,871,Cheirolophus tagananensis,Cheirolophus tagananensis (Svent.) Holub
Flora,3556,Christella dentata,Christella dentata (Forssk.) Brownsey & Jermy
Flora,1239,Cicer canariensis,Cicer canariense A.Santos & G.P.Lewis
Flora,1240,Cistus chinamadensis,Cistus chinamadensis A.Bañares & P.Romero
Flora,3616,Cistus heterophyllus (= C.h.carthaginensis),Cistus heterophyllus subsp. carthaginensis (Pau) M.B.Crespo & Mateo
Flora,1716,Coincya rupestris subsp. rupestris,Coincya rupestris Porta & Rigo ex Rouy subsp. rupestris
Flora,880,Convolvulus caput-medusae,Convolvulus caput-medusae Lowe
Flora,881,Convolvulus lopezsocasi   ,Convolvulus lopezsocasi Svent.
Flora,882,Convolvulus subauriculatus,Convolvulus subauriculatus (Burchard) Linding.
Flora,3741,Coronopus navasii,Coronopus navasii Pau
Flora,1061,Crambe arborea,Crambe arborea Webb ex Christ
Flora,886,Crambe laevigata,Crambe laevigata DC. ex Christ
Flora,887,Crambe scoparia,Crambe scoparia Svent.
Flora,888,Crambe sventenii,Crambe sventenii Pett. ex Bramwell & Sunding
Flora,208,Crepis granatensis,Crepis granatensis (Willk.) Blanca & Cueto
Flora,189,Crepis pusilla,Crepis pusilla (Sommier) Merxm.
Flora,3876,Culcita macrocarpa,Culcita macrocarpa C.Presl
Flora,3911,Cymodocea nodosa ,Cymodocea nodosa (Ucria) Asch.
Flora,3911,Cymodocea nodosa ,Cymodocea nodosa (Ucria) Asch.
Flora,3795,Cypripedium calceolus,Cypripedium calceolus L.
Flora,208082,(2) Cystoseira sp.,"Cystoseira C.Agardh,1820"
Flora,79301,Cystoseira abies-marina,Gongolaria abies-marina (S.G.Gmelin) Kuntze 1891
Flora,3962,Daphne alpina,Daphne alpina L.
Flora,3969,Daphne rodriguezii,Daphne rodriguezii Texidor
Flora,3995,Delphinium bolosii,Delphinium bolosii C.Blanché & Molero
Flora,4031,Delphinium montanum,Delphinium montanum DC. in Lam. & DC.
Flora,1258,Dendriopoterium pulidoi,Dendriopoterium pulidoi Svent. ex Bramwell
Flora,4094,Dianthus rupicola,Dianthus rupicola Biv.
Flora,4110,Diplazium caudatum,Diplazium caudatum (Cav.) Jermy
Flora,4110,Diplazium caudatum,Diplazium caudatum (Cav.) Jermy
Flora,4118,Diplotaxis ibicensis,Diplotaxis ibicensis (Pau) Gómez-Campo
Flora,4122,Diplotaxis siettiana,Diplotaxis siettiana Maire
Flora,896,Dorycnium spectabile,Dorycnium spectabile (Choisy ex Ser. in DC.) Webb & Berthel.
Flora,897,Dracaena draco,Dracaena draco L.
Flora,898,Dracaena tamaranae,"Dracaena tamaranae Marrero Rodr., Almeida-Pérez & González-Martín"
Flora,4157,Dracocephalum austriacum,Dracocephalum austriacum L.
Flora,4179,Dryopteris corleyi,Dryopteris corleyi Fraser-Jenk.
Flora,12232,Echinodium spinosum,Echinodium spinosum (Mitt.) Jur.
Flora,1278,Echium gentianoides,Echium gentianoides Webb ex Coincy
Flora,902,Echium handiense,Echium handiense Svent.
Flora,4245,Echium pininana,Echium pininana Webb & Berthel.
Flora,245,Erigeron frigidus,Erigeron frigidus Boiss. ex DC.
Flora,9989,Erodium astragaloides ,Erodium astragaloides Boiss. & Reut.
Flora,9837,Erodium foetidum,Erodium foetidum (L.) L´Her.
Flora,1,Erodium paularense,Erodium paularense Fern. Gonz. & Izco
Flora,10007,Erodium rupicola,Erodium rupicola Boiss.
Flora,4412,Eryngium viviparum,Eryngium viviparum J.Gay
Flora,907,Euphorbia bourgeauana,Euphorbia bourgeana J. Gay ex Boiss. in DC.
Flora,909,Euphorbia handiensis,Euphorbia handiensis Burchard
Flora,907,Euphorbia lambii,Euphorbia bourgeana J. Gay ex Boiss. in DC.
Flora,4504,Euphorbia margalidiana,Euphorbia margalidiana Kuhbier & Lewej.
Flora,910,Euphorbia mellifera,Euphorbia mellifera Aiton
Flora,4509,Euphorbia nevadensis subsp. nevadensis,Euphorbia nevadensis Boiss. & Reut. subsp. nevadensis
Flora,4539,Euphorbia transtagana,Euphorbia transtagana Boiss.
Flora,2896,Femeniasia balearica,Carduncellus balearicus (J.J.Rodr.) G.López
Flora,1308,Ferula latipinna,Ferula latipinna A.Santos
Flora,282,Festuca brigantina,Festuca brigantina (Markgr. -Dann.) Markgr.-Dann.
Flora,10029,Festuca elegans,Festuca elegans Boiss.
Flora,32695,Festuca summilusitana,Festuca gredensis Fuente & Ortúñez
Flora,24238,Festuca summilusitana,Festuca summilusitana Franco & Rocha Afonso
Flora,4796,Galium viridiflorum,Galium viridiflorum Boiss. & Reut.
Flora,9873,Gaudinia hispanica,Gaudinia hispanica Stace & Tutin
Flora,13719,Gelidium arbusculum,Gelidium arbusculum Bory de Saint-Vincent ex Børgesen
Flora,13721,Gelidium canariense,"Gelidium canariense (Grunow) Seoane-Camba ex Haroun, Gil-Rodríguez, Díaz de Castro et Prud´homme van Reine"
Flora,913,Genista benehoavensis,Genista benehoavensis (Bolle ex Svent.) del Arco
Flora,4884,Genista dorycnifolia,Genista dorycnifolia Font Quer
Flora,4937,Gentiana angustifolia subsp. angustifolia,Gentiana angustifolia Vill. subsp. angustifolia
Flora,4987,Glandora oleifolia (=Lithodora oleifolia),Glandora oleifolia (Lapeyr.) D.C.Thomas
Flora,912,Globularia ascanii,Globularia ascanii Bramwell & G.Kunkel
Flora,916,Globularia sarcophylla,Globularia sarcophylla Svent.
Flora,13796,Gymnogongrus crenulatus,Gymnogongrus crenulatus (Turner) J. Agardh
Flora,12389,Hamatocaulis vernicosus,Hamatocaulis vernicosus (Mitt.) Hedenäs
Flora,4959,Helianthemum alypoides,Helianthemum alypoides Losa & Rivas Goday
Flora,914,Helianthemum bramwelliorum,Helianthemum bramwelliorum Marrero Rodr.
Flora,915,Helianthemum bystropogophyllum   ,Helianthemum bystropogophyllum Svent.
Flora,4970,Helianthemum caput-felis,Helianthemum caput-felis Boiss.
Flora,917,Helianthemum gonzalezferreri   ,Helianthemum gonzalezferreri Marrero Rodr.
Flora,918,Helianthemum inaguae,"Helianthemum inaguae Marrero Rodr., González-Martín & González-Artiles"
Flora,919,Helianthemum juliae,Helianthemum juliae Wildpret
Flora,920,Helianthemum teneriffae   ,Helianthemum teneriffae Coss.
Flora,922,Helichrysum alucense,"Helichrysum alucense García-Casanova, S.Scholz & Hernández"
Flora,1331,Helichrysum gossypinum,Helichrysum gossypinum Webb
Flora,923,Helichrysum monogynum,Helichrysum monogynum Burtt & Sunding
Flora,375,Hieracium queraltense,Hieracium queraltense de Retz
Flora,5264,Hieracium recoderi,Hieracium recoderi de Retz
Flora,376,Hieracium texedense,Hieracium texedense Pau
Flora,377,Hieracium vinyasianum,Hieracium vinyasianum Font Quer
Flora,378,Himantoglossum metlesicsianum,Himantoglossum metlesicsianum (W.P.Teschner) P.Delforge
Flora,372,Holcus setiglumis subsp. duriensis,Holcus setiglumis subsp. duriensis P.Silva
Flora,5144,Hydrocharis morsus-ranae,Hydrocharis morsus-ranae L.
Flora,5130,Hymenophyllum wilsonii,Hymenophyllum wilsonii Hook.
Flora,358,Hymenostemma pseudoanthemis,Hymenostemma pseudanthemis (Kunze) Willk.
Flora,925,Hypochoeris oligocephala,Hypochaeris oligocephala (Svent. & Bramwell) Lack
Flora,926,Ilex perado subsp. lopezlilloi,Ilex perado subsp. lopezlilloi (G.Kunkel) A.Hansen & Sunding
Flora,9463,Iris boissieri,Xiphion boissieri (Henriq.) Rodion.
Flora,24247,Isoetes boryana,Isoetes velatum subsp. asturicense (M.Laínz) Rivas Mart. & Prada
Flora,5455,Jonopsidium savianum,Jonopsidium savianum (Caruel) Ball ex Arcang.
Flora,78634,Jungermannia handelii,Solenostoma handelii (Schiffn.) Müll.Frib.
Flora,1019,Juniperus cedrus,Juniperus cedrus Webb & Berthel.
Flora,5517,Jurinea fontqueri,Jurinea fontqueri Cuatrec.
Flora,13789,Kallymenia spathulata,Kallymenia spathulata (J. Agardh) Codomier ex Parkinson
Flora,5417,Kosteletzkya pentacarpos,Kosteletzkya pentacarpa (L.) Ledeb.
Flora,927,Kunkeliella canariensis   ,Kunkeliella canariensis Stearn
Flora,1014,Kunkeliella psilotoclada,Kunkeliella psilotoclada (Svent.) Stearn
Flora,929,Kunkeliella subsucculenta ,Kunkeliella subsucculenta Kämmer
Flora,13132,Laminaria rodriguezii,Laminaria rodriguezii Bornet
Flora,5655,Lappula deflexa,Lappula deflexa (Wahlenb.) Garcke
Flora,5676,Laserpitium longiradium,Laserpitium longiradium Boiss.
Flora,466,Leontodon boryi,Leontodon boryi Boiss. ex DC.
Flora,711,Leontodon microcephalus,Scorzoneroides microcephala (Boiss. ex DC.) Holub
Flora,5598,Lepidium cardamines,Lepidium cardamines L.
Flora,33085,Limonium arborescens,"Limonium arboreum (Willd.) Erben, A. Santos & Reyes-Bet."
Flora,935,Limonium dendroides,Limonium dendroides Svent.
Flora,5768,Limonium dodartii,Limonium dodartii (Girard) Kuntze
Flora,33087,Limonium fruticans,"Limonium frutescens (Webb ex Lem.) Erben, A. Santos & Reyes-Bet."
Flora,5828,Limonium geronense,Limonium geronense Erben
Flora,5842,Limonium magallufianum,Limonium magallufianum L.Llorens
Flora,5843,Limonium majoricum,Limonium majoricum Pignatti
Flora,5845,Limonium malacitanum  ,Limonium malacitanum Díez Garretas
Flora,5856,Limonium ovalifolium,Limonium ovalifolium (Poir.) Kuntze
Flora,1030,Limonium perezii,Limonium perezii (Stapf) C.E.Hubb.
Flora,487,Limonium perplexum ,Limonium perplexum L.Sáez & Rosselló
Flora,944,Limonium preauxii,Limonium preauxii (Webb & Berthel.) Kuntze
Flora,5879,Limonium pseudodictyocladum ,Limonium pseudodictyocladum (Pignatti) L.Llorens
Flora,947,Limonium spectabile  ,Limonium spectabile (Svent.) G.Kunkel & Sunding
Flora,948,Limonium sventenii,Limonium sventenii A.Santos & M.Fernández
Flora,490,Limonium vigoi ,"Limonium vigoi L.Sáez, Curcó & Roselló"
Flora,5984,Linaria tursica,Linaria tursica Valdés & Cabezudo
Flora,5996,Lindernia procumbens,Lindernia procumbens (Krock.) Philcox
Flora,4986,Lithodora nitida ,Glandora nitida (Ern) D.C.Thomas
Flora,13296,Lythophyllum byssoides,Lithophyllum byssoides (Lamarck) Foslie
Flora,952,Lotus berthelotii ,Lotus berthelotii Masf.
Flora,953,Lotus callis-viridis,Lotus callis-viridis Bramwell & D.H.Davis
Flora,954,Lotus eremiticus   ,Lotus eremiticus A.Santos
Flora,956,Lotus kunkelii,Lotus kunkelii (Esteve) Bramwell & D.H.Davis
Flora,957,Lotus maculatus  ,Lotus maculatus Breitf.
Flora,958,Lotus pyranthus ,Lotus pyranthus P.Pérez
Flora,6093,Luronium natans,Luronium natans (L.) Raf.
Flora,5808,Lysimachia minoricensis,Lysimachia minoricensis J.J.Rodr.
Flora,6119,Lythrum flexuosum,Lythrum flexuosum Lag.
Flora,6224,Marsilea batardae,Marsilea batardae Launert
Flora,6226,Marsilea quadrifolia,Marsilea quadrifolia L.
Flora,6227,Marsilea strigosa,Marsilea strigosa Willd.
Flora,24254,Marsupella profunda,Marsupella profunda Lindb.
Flora,6264,Medicago citrina,Medicago citrina (Font Quer) Greuter
Flora,960,Micromeria glomerata,Micromeria glomerata P.Pérez
Flora,961,Micromeria leucantha,Micromeria leucantha Svent. ex P.Pérez
Flora,964,Micropyropsis tuberosa,Micropyropsis tuberosa Romero-Zarco & Cabezudo
Flora,6375,Moehringia fontqueri,Moehringia fontqueri Pau
Flora,965,Monanthes wildpretii,Monanthes wildpretii A.Bañares & S.Scholz
Flora,31880,Myrica rivas-martinezii,Morella rivas-martinezii A. Santos & J. Herbert
Flora,9445,Nanozostera noltii,Zostera noltii Hornem.
Flora,9445,Nanozostera noltii,Zostera noltii Hornem.
Flora,6525,Narcissus asturiensis,Narcissus minor subsp. asturiensis (Jord.) Barra & G.López
Flora,6514,Narcissus cyclamineus,Narcissus cyclamineus DC. in Redouté
Flora,6423,Narcissus fernandesii,Narcissus assoanus Dufour ex Schult. & Schult.f.
Flora,6500,Narcissus humilis,Narcissus cavanillesii Barra & G.López
Flora,33101,Narcissus longispathus,"Narcissus nevadensis subsp. longispathus (Pugsley) Algarra, Blanca, Cueto & J. Fuente"
Flora,546,Narcissus nevadensis,Narcissus nevadensis Pugsley
Flora,80512,Narcissus pseudonarcissus subsp. nobilis,Narcissus nobilis (Haw.) Schult. & Schult. f.
Flora,6543,Narcissus triandrus,Narcissus triandrus L.
Flora,6546,Narcissus viridiflorus,Narcissus viridiflorus Schousb.
Flora,6502,Naufraga balearica,Naufraga balearica Constance & Cannon
Flora,1376,Normania nava,Normania nava (Webb & Berthel.) Franc.-Ort. & R.N.Lester
Flora,6427,Nuphar pumila subsp. Pumila,Nuphar luteum subsp. pumilum (Timm) Bonnier & Layens
Flora,6452,Odontites granatensis,Odontites viscosus subsp. granatensis (Boiss.) Bolliger
Flora,33079,Omphalodes littoralis subsp. gallaecica ,"Iberodes littoralis subsp. gallaecica (Laínz) M.Serrano, R.Carbajal & S.Ortiz"
Flora,970,Onopordum carduelinum,Onopordum carduelium Bolle
Flora,1378,Onopordum nogalesii ,Onopordum nogalesii Svent.
Flora,24262,Ophioglossum polyphyllum,Ophioglossum polyphyllum A. Braun & Seub.
Flora,6838,Orchis provincialis,Orchis provincialis Balb. ex Lam. & DC.
Flora,6797,Ornithogalum reverchonii,Ornithogalum reverchonii Lange
Flora,6848,Orobanche densiflora,Orobanche densiflora Salzm. ex Reut. in DC.
Flora,24264,Orthotrichum rogeri,Orthotrichum rogeri Brid.
Flora,6912,Paeonia cambessedesii,Paeonia cambessedesii (Willk.) Willk. in Willk. & Lange
Flora,1382,Parolinia schizogynoides,Parolinia schizogynoides Svent.
Flora,1391,Pericallis appendiculata,Pericallis appendiculata (L.f.) B.Nord.
Flora,975,Pericallis hadrosoma,Pericallis hadrosoma (Svent.) B.Nord.
Flora,24131,Petalophyllum ralfsii,Petalophyllum ralfsii (Wilson) Nees & Gottsche ex Lehm.
Flora,7040,Petrocoptis grandiflora,Petrocoptis grandiflora Rothm.
Flora,7044,Petrocoptis montsicciana,Petrocoptis montsicciana O.Bolòs & Rivas Mart.
Flora,7046,Petrocoptis pseudoviscosa,Petrocoptis pseudoviscosa Fern.Casas
Flora,974,Picris willkommii,Picris willkommii (Sch.Bip.) Nyman
Flora,7108,Pilularia minuta,Pilularia minuta Durieu in Bory & Durieu
Flora,6989,Pinguicula nevadensis,Pinguicula nevadensis (H.Lindb.) Casper
Flora,7146,Plantago algarbiensis,Plantago algarbiensis Samp.
Flora,976,Plantago famarae,Plantago famarae Svent.
Flora,6955,Pedicularis comosa subsp. asparagoides,Pedicularis comosa subsp. asparagoides (Lapeyr.) P.Fourn.
Flora,7028,Pellaea calomelanos,Pellaea calomelanos (Sw.) Link
Flora,7070,Peucedanum schottii,Peucedanum schottii Besser ex DC.
Flora,7154,Plantago cornuti,Plantago cornutii Gouan
Flora,7208,Polygala vayredae,Polygala vayredae Costa
Flora,7303,(1) Posidonia oceanica,Posidonia oceanica (L.) Delile
Flora,7412,Psilotum nudum subsp. molesworthiae,Psilotum nudum (L.) P.Beauv.
Flora,7422,Pteris incompleta ,Pteris incompleta Cav.
Flora,7422,Pteris incompleta ,Pteris incompleta Cav.
Flora,36627,Ptilophora mediterranea,"Ptilophora dentata (Kützing) Alongi, Cormaci & G. Furnari"
Flora,24271,Puccinellia pungens,Puccinellia pungens (Pau) Paunero
Flora,1427,Pulicaria burchardii,Pulicaria burchardii Hutch.
Flora,7545,Ranunculus parnassifolius,Ranunculus parnassiifolius L.
Flora,7576,Ranunculus weylerii,Ranunculus weyleri Marès ex Willk.
Flora,7653,Reseda jacquinii subsp. litigiosa,Reseda jacquinii subsp. litigiosa (Sennen & Pau) Abdallah & De Wit
Flora,24099,Riella helicophylla,Riella helicophylla (Bory & Mont.) Mont.
Flora,7648,Rosmarinus tomentosus,Rosmarinus tomentosus Hub.-Mor. & Maire
Flora,7723,Rumex rupestris,Rumex rupestris Le Gall
Flora,7847,Rupicapnos africana subsp. decipiens,Rupicapnos africana subsp. decipiens (Pugsley) Maire in Jahand. & Maire
Flora,983,Ruta microcarpa,Ruta microcarpa Svent.
Flora,8252,Seseli farrenyii,Seseli farrenyi Molero & J.Pujadas
Flora,8366,Silene sennenii ,Silene sennenii Pau
Flora,8506,Sparganium natans,Sparganium natans L.
Flora,8622,Stachys maritima,Stachys maritima Gouan
Flora,33114,Salvia herbanica,"Pleudia herbanica (A.Santos & M.Fernández) M.Will, N.Schmalz & Class.-Bockh."
Flora,6,Sambucus palmensis,Sambucus nigra subsp. palmensis (Link) Bolli
Flora,661,Santolina elegans,Santolina elegans Boiss. ex DC.
Flora,24278,Santolina semidentata,Santolina semidentata Hoffmanns. & Link.
Flora,7976,Sarcocapnos baetica subsp. baetica,Sarcocapnos baetica (Boiss. & Reut.) Nyman
Flora,24414,Sarcocapnos baetica subsp. integriflora,Sarcocapnos integrifolia (Boiss.) Cuatrec.
Flora,7980,Sarcocapnos speciosa ,Sarcocapnos crassifolia subsp. speciosa (Boiss.) Rouy
Flora,13116,Sargassum acinarium,Sargassum acinarium (Linnaeus) Setchell
Flora,13120,Sargassum flavifolium,Sargassum flavifolium Kützing
Flora,13122,Sargassum hornschuchii,Sargassum hornschuchii C. Agardh
Flora,13126,Sargassum trichocarpum,Sargassum trichocarpum J. Agardh
Flora,8063,Saxifraga vayredana,Saxifraga vayredana Luizet
Flora,13366,Schimmelmannia schousboei,Schimmelmannia schousboei (J. Agardh) J. Agardh
Flora,795,Senecio elodes,Tephroseris elodes (DC.) Holub
Flora,33040,Senecio hermosae,Bethencourtia hermosae (Pit.) G. Kunkel
Flora,740,Senecio nevadensis,Senecio nevadensis Boiss. & Reut.
Flora,8092,Seseli intricatum,Seseli intricatum Boiss.
Flora,1004,Sideritis cystosiphon  ,Sideritis cystosiphon Svent.
Flora,1005,Sideritis discolor  ,Sideritis discolor Bolle
Flora,8328,Sideritis glauca,Sideritis glauca Cav.
Flora,1006,Sideritis infernalis,Sideritis infernalis Bolle
Flora,24283,Sideritis javalambrensis,Sideritis javalambrensis Pau
Flora,1007,Sideritis marmorea,Sideritis marmorea Bolle
Flora,8351,Sideritis serrata,Sideritis serrata Lag.
Flora,79803,Sideroxylon marmulano,"Sideroxylon canariense Leyens, Lobin & A.Santos"
Flora,8396,Silene hifacensis,Silene hifacensis Rouy ex Willk.
Flora,8396,Silene hifacensis,Silene hifacensis Rouy ex Willk.
Flora,8411,Silene mariana,Silene mariana Pau
Flora,1035,Silene nocteolens,Silene nocteolens Webb & Berthel.
Flora,8455,Sisymbrium cavanillesianum,Sisymbrium cavanillesianum Castrov. & Valdés Berm.
Flora,1036,Solanum lidii,Solanum lidii Sunding
Flora,758,Solanum vespertilio subsp. doramae,Solanum vespertilio subsp. doramae Marreno Rodr. & González Martín
Flora,8495,Soldanella villosa,Soldanella villosa Darracq ex Labarrère
Flora,1039,Sonchus gandogeri,Sonchus gandogeri Pit.
Flora,13821,Sphaerococcus rhizophylloides,Sphaerococcus rhizophylloides J.J. Rodríguez y Femenías
Flora,24060,Sphagnum pylaisii,Sphagnum pylaesii Brid.
Flora,8606,Spiranthes aestivalis,Spiranthes aestivalis (Poir.) Rich.
Flora,26765,Stemmacantha cynaroides,Rhaponticum canariense DC.
Flora,1056,Sventenia bupleuroides,Sventenia bupleuroides Font Quer
Flora,1319,Tanacetum oshanahanii,"Gonospermum oshanahanii (Marrero Rodr., Febles & Suarez) Febles"
Flora,1320,Tanacetum ptarmiciflorum,Gonospermum ptarmiciflorum (Webb) Febles
Flora,1042,Teline nervosa,Teline nervosa (Esteve) A.Hansen & Sunding
Flora,1339,Teline rosmarinifolia subsp. rosmarinifolia,Teline rosmarinifolia Webb & Berthel. subsp. rosmarinifolia
Flora,24289,Teline rosmarinifolia subsp. eurifolia,Teline rosmarinifolia subsp. eurifolia del Arco
Flora,1038,Teline salsoloides,Teline salsoloides del Arco & Acebes
Flora,24290,Tenarea tortuosa,"Tenarea tortuosa (Esper) Me.Lemoine, 1910"
Flora,8758,Tetraclinis articulata,Tetraclinis articulata (Vahl) Mast.
Flora,8714,Teucrium charidemi,Teucrium charidemi Sandwith
Flora,8811,Teucrium lepicephalum,Teucrium lepicephalum Pau
Flora,8845,Teucrium turredanum,Teucrium turredanum Losa & Rivas Goday
Flora,3169,Thorella verticillatinundata,Caropsis verticillato-inundata (Thore) Rauschert
Flora,8695,Thymelaea broteriana,Thymelaea broteriana Cout.
Flora,8876,Thymelaea lythroides,Thymelaea lythroides Barratte & Murb.
Flora,8895,Thymus albicans,Thymus albicans Hoffmanns. & Link
Flora,8902,Thymus carnosus,Thymus carnosus Boiss.
Flora,8925,Thymus loscosii,Thymus loscosii Willk. in Willk. & Lange
Flora,13337,Titanoderma ramosissimum,Titanoderma ramosissimum (Heydrich) Bressan et Cabioch
Flora,24293,Titanoderma trochanter,"Titanoderma trochanter (Bory) Benhissoune, Boudouresque, Perret-Boudouresque & Verlaque"
Flora,1048,Tolpis glabrescens,Tolpis glabrescens Kämmer
Flora,9258,Trichomanes speciosum ,Vandenboschia speciosa (Willd.) G.Kunkel
Flora,9336,Veronica micrantha,Veronica micrantha Hoffmanns. & Link
Flora,9158,Vicia bifoliolata,Vicia bifoliolata J.J.Rodr.
Flora,9390,Viola cazorlensis,Viola cazorlensis Gand.
Flora,1509,Viola cheiranthifolia,Viola cheiranthifolia Humb. & Bonpl.
Flora,9396,Viola jaubertiana,Viola jaubertiana Marès & Vigin.
Flora,80569,Vulpia fontquerana,Vulpia fontqueriana Melderis & Stace
Flora,9452,Woodsia pulchella,Woodsia glabella subsp. pulchella (Bertol.) Á.Löve & D.Löve
Flora,9455,Woodwardia radicans,Woodwardia radicans (L.) Sm.
Flora,9444,Zostera marina,Zostera marina L.
Invertebrados,34208,Asbestopluma hypogea,"Lycopodina hypogea (Vacelet & Boury-Esnault, 1996)"
Invertebrados,79300,Austropotamobius pallipes,"Austropotamobius fulsicianus (Ninni, 1886)"
Invertebrados,11715,Coenagrion mercuriale,"Coenagrion mercuriale (Charpentier, 1840)"
Invertebrados,10904,Cucujus cinnaberinus,"Cucujus cinnaberinus (Scopoli, 1774)"
Invertebrados,22052,Cymbula nigra,"Cymbula safiana (Lamarck, 1819)"
Invertebrados,22785,Dendropoma petraeum,"Dendropoma lebeche Templado, Richter & Calvo, 2016 "
Invertebrados,36629,Dorysthenes (Opisognathus) forficatus,"Opisognathus forficatus (Fabricius, 1798)"
Invertebrados,12079,Elona quimperiana,"Elona quimperiana (Blainville, 1821)"
Invertebrados,10990,Eriogaster catax,"Eriogaster catax (Linnaeus, 1758)"
