yearmonth	lat	lon	family	familykey	genus	genuskey	species	specieskey
2021-02	38.66	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	38.51	-0.67	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	38.67	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	42.041	0.88	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	42.16354	-0.325621	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	39.44	-0.79	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	39.525895	-0.446849	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2005-06	39.93	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-12	39.24	-0.67	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	39.13	-1.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	42.295	3.189	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	42.1467	0.004195	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	42.464396	0.207172	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	39.869354	-6.045673	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	37.917252	-2.947005	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	42.366	1.452	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	43.33	-6.92	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2010-06	42.124184	1.263642	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-08	43.497951	-3.577337	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-06	38.69	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-06	40.647395	0.267845	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-03	39.686588	2.808452	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-08	39.535187	2.530033	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-12	38.737904	-0.479226	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-07	39.536523	2.526335	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-09	42.205	0.935	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	40.12	-0.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	41.098	0.554	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	43.178119	-7.971162	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2010-03	38.7	-0.59	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-02	38.66	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-05	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-01	41.797754	2.392149	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-04	43.556634	-5.870446	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-07	37.960359	-5.676176	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-03	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-07	39.849446	3.033502	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-07	40.23	0.06	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	41.816	1.405	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	42.223	0.959	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-02	43.269424	-2.128022	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	42.133	0.962	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	42.258378	-0.520392	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	41.581	2.191	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	41.564	2.371	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.09	-0.54	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-08	42.324987	2.389137	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-09	39.442639	-5.457394	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	41.056	0.686	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	38.2495	-1.0502	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.992435	-3.004618	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	42.267	2.546	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-05	40.108809	-5.94976	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	41.805	2.044	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	41.811	1.767	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-10	39.188519	-6.212683	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-12	40.095462	-5.969542	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-10	39.7	-0.39	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-10	39.31	-0.3	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-05	39.35	-0.81	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	39.562792	3.284802	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-08	40.55	0.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	40.63452	-2.031017	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	42.488995	0.147084	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	40.796	0.304	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-09	39.15	-1.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-02	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	39.63093	2.963958	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-10	36.984528	-5.525163	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-11	38.84729	3.162715	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-02	38.7	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	39.72	-0.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	39.905304	4.248922	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-08	42.133761	-7.632739	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2006-02	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-10	38.65	-0.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	39.82	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	40.61	-0.19	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-02	40.801298	-3.824632	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	39.805448	3.040256	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-05	40.32	0.36	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-04	41.793463	1.633125	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	42.212	0.838	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	39.84	-0.96	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	41.664	2.682	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	43.04603	-1.917491	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-02	40.648	0.535	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	38.2495	-1.0502	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	37.077451	-1.852789	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.895046	-2.861422	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	39.822443	3.028014	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-08	41.912	1.885	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-01	43.258494	-6.468496	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2009-05	38.66	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-03	41.221535	-6.083207	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-12	38.24	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	43.440178	-4.963943	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-01	39.686962	-5.718905	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	41.806	2.176	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	41.796	2.116	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1997-08	39.71	-0.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-08	40.13	-1.26	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-09	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	43.543293	-6.664569	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-06	42.853684	-4.038606	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-05	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	38.71	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	43.02	-5.87	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	42.855286	-7.647334	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-10	42.259	3.249	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-08	39.91	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	40.68	0.08	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-09	39.455387	3.218077	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-06	39.71	-0.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	43.560013	-5.731013	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-04	43.02	-1.64	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-02	38.665157	-0.540965	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	42.174814	2.95633	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-05	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-08	40.644408	0.554659	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-01	42.178	0.936	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	42.947219	-3.938191	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-04	41.537	2.371	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	39.432254	3.245311	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-09	42.353	1.938	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.833523	-2.971679	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	39.815704	-6.028811	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	41.048	0.734	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	41.927	1.668	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-06	36.844718	-2.613767	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.15	-0.66	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	40.68	0.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.71577	2.690582	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-05	38.91	-0.3	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	37.375041	-4.705994	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	41.571	2.107	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-08	38.66	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-03	43.53488	-6.492217	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2005-06	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-03	38.48	-0.74	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.27	-1.0	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-01	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	40.4936	-6.7942	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-04	39.6	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	39.533491	3.05881	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-12	40.08	0.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	42.357	0.894	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-09	41.776	1.864	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-10	42.259	3.225	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-02	37.91877	-5.62807	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	42.005627	0.765127	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-06	42.862478	-4.052892	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-07	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	42.751	0.758	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-01	39.443108	2.981567	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-02	38.89	-0.42	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	41.415	1.786	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	38.68	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.11	-0.85	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-10	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-05	38.7	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	39.846293	3.032729	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-10	42.843696	-1.870219	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-01	41.582	2.383	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	38.66	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-12	42.462	0.757	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-05	37.09	-2.755	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	40.33	0.33	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2006-10	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-05	38.71	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	43.08256	-2.409031	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-08	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-04	42.806768	-8.861788	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-07	40.51	0.17	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	37.699619	-6.307669	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	39.627419	3.200846	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-03	43.571332	-6.279483	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-04	38.68	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	39.75	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	42.451	1.11	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	42.322	3.286	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-12	37.461693	-4.386319	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	43.547691	-8.047695	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2008-12	43.455028	-3.489288	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-10	42.969429	-4.052188	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2017-12	40.56	0.12	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	37.882625	-5.835759	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-12	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	43.024759	-4.474603	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-02	40.06	0.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	38.69	-0.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.99593	-3.002048	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	42.757007	-1.53857	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	40.093616	-5.97739	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	37.917626	-4.714036	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	38.25694	-6.57012	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-12	41.658	1.71	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	39.467285	-5.469805	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	39.085747	-5.302733	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	43.149032	-3.717438	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-11	39.573794	3.257673	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-01	41.953	3.079	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	40.33	0.35	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	42.053	1.629	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-09	39.53	-0.6	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-06	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-03	39.72	-0.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-05	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	39.697633	2.629125	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-10	39.73	-1.09	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	43.385537	-4.224079	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-01	40.100865	-5.957613	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	41.887	2.235	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	42.705662	-1.536162	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	42.214	0.947	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-08	38.66	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.688621	2.806709	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-04	39.82	-0.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	43.281919	-4.236986	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-08	39.397516	3.067034	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-07	42.597	1.215	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-05	41.721	1.792	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	42.385	0.954	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	40.146736	-5.916977	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	41.064258	0.044546	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2003-07	39.9	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-08	42.55	1.21	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2016-04	39.71	-0.36	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	38.66	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	42.48	0.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	38.68	-0.35	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	41.754	2.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	42.029903	-0.28471	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-05	43.697442	-8.031798	Mustelidae	5307	Martes	2433765	Martes martes	5218878
1979-03	41.36284	1.16302	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1993-10	39.87	-1.16	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2007-07	42.2161	2.641572	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-05	39.85	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-03	39.59	-0.62	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-04	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-12	39.91	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-01	39.63	-0.87	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-11	38.66	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-06	39.706104	2.866491	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-11	39.42696	-5.437524	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-01	40.06	0.02	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	42.338	2.303	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	41.564295	2.194909	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2005-12	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-01	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.22	-1.06	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-08	39.813102	3.026241	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-07	39.488248	2.939437	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-04	42.823	0.793	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2012-07	40.52	0.35	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-07	39.94	-1.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-07	42.104225	-2.33659	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-08	39.62	-0.92	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-02	38.8	0.09	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-04	40.90688	0.134384	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	38.72	-0.81	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	41.617	2.178	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	40.133556	-5.683625	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-06	41.049912	-3.537541	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-01	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	40.64	0.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	40.57	-0.18	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-06	39.67	-0.43	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-01	38.81	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.591833	2.791896	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-02	40.1	0.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-12	42.369	1.732	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2006-05	39.07	-0.79	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.08	-0.82	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	40.65	0.08	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-08	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-04	40.36	0.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-05	39.24	-0.73	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-05	39.59	-0.83	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-08	37.73793	-5.826665	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-02	38.89	-0.45	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-05	39.703619	-5.816343	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	40.06	-0.17	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-08	39.883013	3.011017	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-10	38.56	-0.7	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	41.888	2.271	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	40.825675	-1.971667	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	43.46	-5.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-02	39.846535	-6.030491	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-10	42.53	1.23	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	39.84	-1.15	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-05	40.7	0.08	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-12	39.7	-0.96	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-07	41.431313	1.923262	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	41.724	2.105	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-08	40.1218	-3.154733	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2007-03	43.241501	-6.894434	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2016-03	39.67	-0.43	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-09	39.74129	3.425216	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-12	39.571987	2.82083	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-08	39.927997	3.028239	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-12	42.41975	-2.211642	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	42.341	1.599	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	42.07	2.946	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-05	42.494	0.987	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2009-06	40.294977	-4.230595	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-01	42.972502	-4.570999	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2012-05	40.7	0.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-01	41.752388	2.332436	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-11	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-03	39.71	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	38.55	-0.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-01	38.72	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-08	41.3	1.991	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-09	41.94	0.751	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-04	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.07	-0.79	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-03	38.68	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-10	39.72	-0.94	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	40.140516	-6.036115	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	40.36	0.38	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-01	42.088	2.68	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-02	39.86	-0.97	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.99522	-3.0025	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	41.745	2.622	Mustelidae	5307	Martes	2433765	Martes foina	5218887
