yearmonth	lat	lon	family	familykey	genus	genuskey	species	specieskey
2012-05	40.7	0.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-02	41.788747	2.392234	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-10	40.648384	-0.530213	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-12	42.444696	0.066423	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-09	39.02	-1.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-11	38.76	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	40.58	0.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	43.2678	-2.076373	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	40.143835	-4.70263	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	41.735	2.369	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	43.398496	-6.719407	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-10	42.700497	-1.538212	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-09	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-11	38.62	-0.46	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-11	39.75	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-06	43.281919	-4.236986	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2017-11	39.534981	2.55795	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-05	38.8	0.14	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-11	42.532417	-1.744527	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	40.47	0.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	43.128799	-5.00488	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-02	39.713283	3.089522	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-06	39.432648	-3.94519	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	39.84	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	43.14	-6.27	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-06	43.277577	-3.574352	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	43.022784	-5.702432	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-12	41.781	2.537	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1969-10	36.834	-2.433	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2004-03	39.31	-0.87	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-02	38.68	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.09	-0.83	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-12	38.209051	-1.837292	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-02	39.590361	2.779894	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-09	39.73	-0.96	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	37.991165	-3.005915	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-04	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-07	43.11563	-4.568596	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2013-06	39.73	-0.4	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-08	39.850534	2.799884	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2017-10	39.83	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-05	42.080735	-8.52837	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	39.802858	3.082122	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-10	43.385537	-4.224079	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-03	39.585846	3.153203	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-12	39.75	-1.03	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	40.935	0.477	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	43.443497	-7.889242	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-10	39.412839	3.191456	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2012-04	39.9	-0.7	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-10	39.62	-0.33	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-08	37.826866	-5.780144	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.25	-1.14	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-10	43.281919	-4.236986	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-05	39.96	-0.15	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-11	39.339355	-7.123603	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	40.109263	-5.926426	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	42.141	0.889	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	38.57	-0.77	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	39.21	-1.03	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	41.594	1.687	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-08	39.88	-1.17	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-01	39.01	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.23	-1.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-08	42.854961	-5.383439	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-10	39.29	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-09	41.486	1.677	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-09	41.818	2.983	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	38.68	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	41.726	2.297	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	42.329	1.368	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-08	43.545967	-6.013458	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-09	42.109	1.809	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-11	41.907	2.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-06	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-07	42.43	1.22	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2010-01	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-05	38.79	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-02	40.56	0.12	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-11	42.09758	-8.893667	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	43.549184	-6.187293	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-02	41.659	0.665	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	43.437958	-6.755907	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-03	42.406998	-8.544262	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-11	41.752317	2.320409	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-07	37.787538	-5.814886	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	40.75346	-3.748726	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-12	40.71	0.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	39.996781	-4.842386	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	42.149	0.877	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-09	40.02	-0.32	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	42.090951	2.7177	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	42.115	0.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	39.44	-0.76	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-08	42.415	1.767	Mustelidae	5307	Martes	2433765	Martes martes	5218878
1996-10	39.31	-0.57	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-05	39.31	-0.99	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-10	43.290266	-4.210061	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2016-11	39.7	-0.93	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-02	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	40.35	0.32	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	43.55506	-6.287353	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-07	42.799683	-1.939253	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	38.89	-0.37	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	42.058253	-7.751911	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-09	42.07	2.934	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1993-12	40.62	0.02	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-08	43.331234	-7.094492	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2011-07	41.592811	1.837335	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-09	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-04	42.117	1.095	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	39.2	-1.05	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	38.66	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	38.87	-0.1	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-09	42.608827	-8.63563	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	43.550327	-6.01931	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	39.174821	-5.489441	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	39.216133	-6.131128	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	43.134964	-6.074156	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2024-05	43.341103	-5.019607	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2013-04	39.497616	-6.084366	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-06	39.61	-0.69	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-11	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-12	40.42	0.18	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-06	37.810406	-5.794507	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-10	38.69	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-12	40.01	-0.09	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-05	39.2	-1.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-07	40.787964	-3.813195	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	39.668831	-5.826369	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-01	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	41.628	2.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	36.640321	-4.776258	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-01	42.821388	-1.638343	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-03	39.73	-1.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-01	43.350926	-4.448232	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2012-05	41.798475	2.54862	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-12	37.779822	-6.135107	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-09	39.621395	2.910637	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-01	39.78	-0.39	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	38.91	-0.3	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-10	41.988	2.62	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-07	39.38	-0.95	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-10	39.93	-0.69	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-02	38.67	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-05	40.05	-1.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-10	39.02	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-07	38.59	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-01	40.771307	-3.882122	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-07	40.856503	-3.735112	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	39.66882	-5.826359	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	38.57	-0.74	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	41.731	1.864	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-04	41.223	0.931	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	41.741	1.984	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	37.786247	-5.814061	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	43.208553	-7.54117	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-03	37.880099	-6.606692	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-04	42.063	1.097	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	43.553762	-5.853825	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2009-03	36.935251	-5.267688	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-05	38.66	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.09	-0.86	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-10	41.761913	2.428577	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-10	42.334318	3.128217	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	39.68	-1.28	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	37.295994	-3.808102	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	36.615011	-5.417127	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	42.924145	-4.314042	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	41.759361	2.43003	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-04	39.959275	-3.739134	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2024-05	43.519916	-5.618085	Mustelidae	5307	Martes	2433765	Martes martes	5218878
1994-12	39.46	-0.86	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-10	38.71	-0.75	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-05	39.25	-0.77	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-06	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-06	42.8796	-4.071954	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2017-08	38.66	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-05	39.724478	2.930608	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-05	38.67	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	41.97	2.62	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-03	42.05	2.402	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	42.131513	-2.243263	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	41.609	2.455	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	43.578384	-5.879137	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-02	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	43.3705	-5.68185	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-09	42.778	0.782	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2009-09	39.61	-0.69	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-09	41.771547	2.572872	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-06	43.268042	-6.874498	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2014-03	39.84	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-06	41.236124	-5.926094	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-10	39.7	-0.91	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-12	41.281419	-5.917511	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-04	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-06	38.71	-0.83	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-12	38.55	-0.73	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	40.12	0.03	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	41.487	1.725	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-10	43.595278	-8.161667	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-04	42.45	1.085	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-12	42.007	2.85	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2004-01	41.50399	2.221165	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2004-06	39.62	-0.76	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-06	38.79	-0.47	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-11	38.88	-0.38	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	38.66	-0.65	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-03	39.705991	2.985092	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-05	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	43.48	-5.6	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	38.69	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	37.479345	-4.49098	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-09	39.67	-0.29	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-11	39.85	-1.15	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-12	39.86	-1.15	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-07	39.621294	2.908213	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-07	40.12	-0.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-05	41.148	1.291	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-06	41.586	1.747	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-09	41.621	1.686	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	41.581	2.155	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	36.436368	-5.341591	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-02	38.6948	-0.586614	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-10	42.912798	-7.290409	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2007-04	41.280972	1.140633	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2009-11	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.09	-1.02	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-04	39.7	-0.98	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-09	40.64	-0.16	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	40.59	-0.26	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-01	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-08	37.935594	-6.181358	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-07	39.561332	3.262073	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-12	38.7	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	37.492073	-4.731213	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-09	41.345	2.015	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	42.545	0.851	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-09	41.491	2.252	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-11	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-07	42.356	2.351	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-11	40.877103	-3.599648	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-06	38.58	-0.5	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-10	39.07	-0.69	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2012-04	43.220601	-6.524853	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2017-06	36.883116	-3.184652	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-09	42.417627	-4.490776	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-12	39.69	-0.32	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-04	38.77	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	39.656326	2.960438	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-10	38.62	-0.49	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2006-05	39.08	-0.77	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2008-05	40.28	0.34	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-01	38.7	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-03	38.69	-0.59	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-12	39.34	-0.31	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-02	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-03	39.585855	3.153214	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-06	42.916114	-2.901856	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-10	38.529696	-0.959187	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-11	39.68	-0.31	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-01	41.814	2.056	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-10	41.776	1.84	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-03	42.40892	-8.549387	Mustelidae	5307	Martes	2433765	Martes foina	5218887
1996-10	38.74	-0.58	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-07	39.15	-1.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-10	42.44	1.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-12	38.64	-0.58	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-05	37.617301	-6.376183	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-08	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2016-08	40.62	-0.13	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-05	39.701514	3.266417	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2018-07	39.7	-0.87	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-03	40.707	0.39	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-07	43.586139	-7.761163	Mustelidae	5307	Martes	2433765	Martes martes	5218878
1996-04	39.9	-0.35	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2011-08	40.69	-0.07	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	39.94	-1.2	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-02	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-08	42.756	1.076	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2020-08	43.322983	-6.996932	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-02	38.2495	-1.0502	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-08	42.185	1.396	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-02	39.57	-1.21	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-06	40.806028	0.382332	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-06	42.503	0.986	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-07	38.69	-0.61	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-07	41.82	1.754	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2014-05	40.08	-1.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-04	39.67	-0.43	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-05	39.68	-0.32	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-03	37.98	-6.85	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-06	40.06	0.02	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-11	38.54	-0.72	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-05	39.619289	-5.914773	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-08	39.1	-4.96	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2023-10	38.75	-0.51	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-06	38.66	-0.56	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2013-09	39.71	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-05	38.66	-0.52	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2017-12	38.67	-0.55	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-04	38.69	-0.63	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2019-12	42.565981	-4.583832	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-10	42.25	3.079	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2021-10	43.558587	-6.012808	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-02	42.106	3.176	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-08	43.20454	-7.537395	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2023-09	43.13066	-7.045979	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2024-02	43.055449	-6.472816	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2009-05	38.67	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2010-05	40.42	-0.14	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-06	38.59	-0.27	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2015-12	41.280741	-5.918412	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2018-09	39.775855	2.798327	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2019-10	42.814285	-8.281522	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-02	39.5	-1.09	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2020-07	43.6898	-7.791393	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2021-01	40.09	0.04	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-01	38.57	-0.53	Mustelidae	5307	Martes	2433765	Martes foina	5218887
2022-04	43.22834	-6.23762	Mustelidae	5307	Martes	2433765	Martes martes	5218878
2022-06	37.894703	-5.684801	Mustelidae	5307	Martes	2433765	Martes foina	5218887
